Date,PC1,PC2,PC3,PC4,PC5
1990-01-31,3.8032612582780794,0.8373605240604177,1.1486023877142726,2.3667600442622154,0.12391174290682636
1990-02-28,3.720975534234392,1.4700797392841718,0.8284277058784009,0.8272962119970112,0.5682919950108875
1990-03-31,3.9990442214729667,1.2145903669376412,0.893331621515764,0.7497417318905767,0.37051006758255844
1990-04-30,3.8155195990698405,1.9169420241828325,0.7489478649485953,0.03059015967867471,0.07232673077994717
1990-05-31,3.7126577425944705,1.8225873584987151,0.7910976934245998,-0.4021838333351196,0.016785203175001404
1990-06-30,3.895296029676056,1.0538640874421634,1.0633410561115286,1.143510249817656,-0.4982474555905478
1990-07-31,3.5353051988950925,1.5376207965894286,1.0047897345037742,0.5546048136379856,-0.47500444669026887
1990-08-31,3.3830938188128834,1.8259657783121819,1.3257880051636133,2.2525292294811545,-0.3300097281925649
1990-09-30,3.2253819552403784,2.103346031290983,1.3861086034263521,2.0385194681531367,-0.17353037914757186
1990-10-31,2.8327708766968054,2.667619831004386,1.0857646969080732,1.9204230920774583,-0.7807352305605179
1990-11-30,2.3926466175219248,2.8476524853344696,0.8589824454820991,0.34301749722666863,-0.6066855092377712
1990-12-31,2.2196898679225088,2.4655405299170527,0.9236402193486242,0.756975450907106,-0.8241281267225563
1991-01-31,1.939651217580917,2.564255292715294,0.9896897175757491,0.934366352016265,-0.28248041415485864
1991-02-28,1.7435144237424518,2.29874061131976,0.9960704174803581,-0.3396776679536102,-0.39369718846707413
1991-03-31,1.955039833802829,2.1013679392214155,1.2464810892161224,-0.9062445274693334,-0.5701199845094317
1991-04-30,2.1478874542627624,1.1882586433749573,1.635864296544741,-0.23398805483491572,0.16329324091689568
1991-05-31,2.126353886970952,0.943122580689576,1.9472122184070726,0.10929592159051055,-0.019342523354118648
1991-06-30,2.242494059449267,1.041115537916278,2.0100114230762776,-0.05569699064921886,0.019314541489021887
1991-07-31,2.137480630792095,1.3319515760136327,1.8169998203005044,-0.6041595971567738,-0.06219273534158754
1991-08-31,1.9227312287452212,0.9518430552535281,1.9531076032604553,-0.18564287422186518,-0.28231796670047205
1991-09-30,1.690786525015286,0.9927097324834762,1.820944306917863,-0.0813566908313383,-0.20750802439956798
1991-10-31,1.3565923670478712,1.1776054240421088,1.7608934777139411,-0.5903026233196936,-0.2012253577493904
1991-11-30,1.1885388871099292,0.8129992724490053,2.045141311693643,0.5072391076434573,-0.42437155200925086
1991-12-31,0.6272335201605586,1.0100751793329483,1.9807260336855026,-0.011527996632117623,-0.2298316338474322
1992-01-31,0.5483534812260578,0.7749291072736179,1.9796946157631874,-0.7282097462002955,0.5770510675776902
1992-02-29,0.8319236894109001,0.5747130595856773,2.289263052680358,-0.30409860912588127,0.37972099631187384
1992-03-31,1.215342250266689,0.4296011751575477,2.314086078726006,0.03746491992279276,0.23701879815244029
1992-04-30,0.9101285464864259,0.5085001050389685,2.358038497670425,-0.44854472294439246,0.207255926638459
1992-05-31,0.8765007441362523,0.39652122526258654,2.47106218488663,-0.5065725809706298,0.11492389062047745
1992-06-30,0.751486280433664,0.3216175829019993,2.559167974146857,-0.2964230392945245,0.06117177410315027
1992-07-31,0.24956909259603705,0.1353926231957733,2.547563753735232,-0.3965691626538594,-0.0635277459606199
1992-08-31,0.14761991927991022,0.22107099786040715,2.3085832780816453,-0.5102007259414021,0.03897473943897866
1992-09-30,-0.07122968982324769,0.15801479094716023,2.3312941066494006,-0.5236203478639881,0.02667058447144787
1992-10-31,0.02850344808641045,0.1864069668714217,2.303963018332809,0.40496150870376735,0.09881862123077755
1992-11-30,0.3351307775053394,0.17737046717648688,2.320810412659934,-0.27711402013670544,0.04167750050274404
1992-12-31,0.3802563067601631,0.14608822426892457,2.14985327013675,-0.8835699827219106,0.04437242673963209
1993-01-31,0.3028073395182273,0.17714344093966164,2.1596234956843903,-0.13501368847258063,-0.8357693952851696
1993-02-28,0.0993184807334521,0.3507396301145531,1.813962472363287,-0.4672249129969836,-0.6386075775690783
1993-03-31,0.02216465351741561,0.4023591780254318,1.5508131729496617,-0.760487916760063,-0.555006478168992
1993-04-30,0.08755007950226949,-0.09515633624439553,1.8912396822635016,-0.12625542400670425,-0.49191577173020473
1993-05-31,0.10949415519932036,0.07930941746264654,1.7916832333404193,-0.30031421630582916,-0.3819446476158082
1993-06-30,0.2049810722982164,0.22867421037135274,1.4794612428052838,-1.0273843852934526,-0.2569008416054486
1993-07-31,0.25063761866727763,0.06561313864210386,1.4364680781114498,-0.8606328780822606,-0.45276470578174727
1993-08-31,0.379317062398355,-0.11108288950196013,1.3993092576577553,-0.6962856538715437,-0.5435254889957907
1993-09-30,0.29093603823839576,-0.022340935806118532,1.0981356814869037,-0.7967322110471615,-0.43404499388089984
1993-10-31,0.5403619424662085,-0.8439760691855918,1.4981111485038539,0.09237034666336157,-0.05492847396925613
1993-11-30,0.5588095655147155,-0.41371625501311315,1.417383884310338,-0.29795339425964745,0.22520683625348578
1993-12-31,0.6219328935088512,-0.5233891438753964,1.4271300503037856,-0.7156662615469161,0.15984446388097098
1994-01-31,0.4547934034018233,-0.11078870999212277,1.2703503618385172,-1.359046244519045,0.0027122858542547174
1994-02-28,0.8081332481584047,-0.26470363501422756,1.4422140096676341,-0.28418034802722386,-0.16917016188557404
1994-03-31,1.0712582656811476,-0.006784268641680856,1.4891328666971422,-0.3561642588062377,-0.052314238345674544
1994-04-30,1.3251479774696482,0.28153605999814757,1.4558691825183643,-0.9023322684080421,0.5083375404842275
1994-05-31,1.857267553030681,-0.0024840484620152078,1.5034916998040935,-0.6740302097183322,0.26768246392853445
1994-06-30,1.8878345837726067,-0.0785329025904868,1.5143827640843388,-0.4232491748816714,0.20088446233044913
1994-07-31,1.988730016938524,0.10329955366858913,1.5477530159466872,-0.23996592822437127,-0.523381913091361
1994-08-31,2.118977227312993,0.02541273941054344,1.4841884660072986,-0.16111381036508352,-0.5789654871981188
1994-09-30,2.1284728806893956,0.44552830798420595,1.3313158148092779,-0.6616467762297881,-0.3108961924847606
1994-10-31,2.2622442425511777,0.5826351266908136,1.284528883401174,-0.9745631448926159,0.3665403274556276
1994-11-30,2.741343494353778,0.4949135240578678,1.3023191451648992,-0.2754562107133024,0.24322118537886814
1994-12-31,3.1289986223024258,0.4050304206074532,0.9392170380911686,-0.600295890181294,0.17700967358975023
1995-01-31,3.0767394990821733,0.5428066265269059,0.9618536684248793,-0.5518524901251237,-0.6095102553947147
1995-02-28,3.0100328438730988,0.39607194947629765,0.9021680450283458,-0.4555906888314275,-0.6680014819073701
1995-03-31,2.7392981760760393,0.5458840457996423,0.746799894724852,-0.7068965596692006,-0.5211293492500914
1995-04-30,2.6730888062763536,0.3234364871819576,1.023152305034318,0.030555170684390783,-0.7671713925136391
1995-05-31,2.4196208694279715,0.45428839514183456,0.6459482385125253,-0.686172579036908,-0.5762800539141146
1995-06-30,2.166666078133297,0.3480960894689606,0.5031245808681807,-0.63345349837895,-0.5884997397597757
1995-07-31,2.1236395673767747,0.27745367870517734,0.6066220999298108,-0.7967346013193919,-0.04382934629275818
1995-08-31,2.2354238335254606,0.2508439387917529,0.7134473768806637,-0.619162716556153,-0.08784499177293643
1995-09-30,2.1938456519912446,0.19427259515240078,0.5161828084838476,-0.8063201064272396,-0.08184517399943166
1995-10-31,2.1647585613792577,0.23281518700161027,0.3957330372863839,-0.3129777360178807,-0.2367638547463565
1995-11-30,2.0098614198902505,0.23533815090046925,0.4194388919040641,-0.8023877655124129,-0.22048064660397323
1995-12-31,1.924992329811666,0.10518178061038005,0.3424424060270258,-0.81478034221167,-0.27186934253560685
1996-01-31,1.938045532306438,-0.268460984602746,0.6334298072125824,0.4387224335287718,-0.45743875142545665
1996-02-29,1.6206581920219298,0.1871771477743685,0.5002969966313618,-0.4222161403890221,-0.09955523054451312
1996-03-31,1.9574473226912203,0.35246395010962356,0.5582810348267271,0.16333512007781284,-0.07244885787177113
1996-04-30,2.237083864565232,-0.1317911397546669,0.8681341768822047,0.23373326665875066,0.5456494985478773
1996-05-31,2.2510211702534035,0.10068842416803526,0.8616183348385854,-0.47573607374052607,0.6945650950220229
1996-06-30,2.434913306433688,0.0934206557631268,0.813281123813571,-0.42186473970132154,0.6946622179890655
1996-07-31,2.3015277973180743,0.5711646271773044,0.6662363180150629,-0.39571219256675894,0.16343697344697647
1996-08-31,2.230676272951122,0.37531147137037396,0.49500749167040126,-0.686224773502735,0.11543993498023823
1996-09-30,2.3998886878499923,0.26548499650169743,0.6992121257563643,-0.037074971818568295,-0.016542933778513378
1996-10-31,2.258129137143212,0.11971539549760749,0.6425587332161101,-0.08889752709702717,0.08931158295548768
