Regime,Mkt-RF_mean,Mkt-RF_std,SMB_mean,SMB_std,HML_mean,HML_std,RMW_mean,RMW_std,CMA_mean,CMA_std,Mom_mean,Mom_std,Mkt-RF_Sharpe,SMB_Sharpe,HML_Sharpe,RMW_Sharpe,CMA_Sharpe,Mom_Sharpe,Mkt-RF_HitRatio,SMB_HitRatio,HML_HitRatio,RMW_HitRatio,CMA_HitRatio,Mom_HitRatio,Mkt-RF_Sortino,SMB_Sortino,HML_Sortino,RMW_Sortino,CMA_Sortino,Mom_Sortino
0,-1.2690909090909093,10.458878003443251,-0.09090909090909097,4.176511593532226,-3.559090909090909,5.758722869778427,0.859090909090909,2.0437047465103886,-0.31545454545454543,1.6600262867579154,-2.907272727272727,12.191501212655554,-0.1213410184795254,-0.02176675171927534,-0.6180347604099673,0.4203595996720175,-0.1900298495095751,-0.23846716467163148,0.5454545454545454,0.5454545454545454,0.2727272727272727,0.7272727272727273,0.45454545454545453,0.45454545454545453,-0.3189322030525846,-0.03343975283962117,-0.7924772876605418,1.2525134174719543,-0.3488721873993673,-0.23266019381790334
1,0.8658579881656805,4.317543600430383,-0.19414201183431953,3.570334368588202,0.041952662721893456,3.410966082621382,0.3503550295857988,3.0822761173652022,0.02798816568047338,2.5309970226040455,0.7540236686390532,4.5946541555333935,0.2005441214489113,-0.054376422987824545,0.01229934913033558,0.113667632699075,0.011058158279331928,0.1641089063756788,0.6390532544378699,0.4319526627218935,0.47337278106508873,0.6153846153846154,0.44970414201183434,0.6094674556213018,0.2902997388753176,-0.08975185453554703,0.020900900590779148,0.12642692918819787,0.01827530755862813,0.1865060853339353
2,0.7908333333333334,4.004475024663284,0.2687916666666667,2.6149106959985127,0.40320833333333334,2.766875667716155,0.36445833333333333,2.2519796308294735,0.3199166666666667,1.8619169479490678,0.351625,4.063921919164142,0.1974873930946368,0.10279191066753722,0.1457269432226245,0.16183908963647778,0.17182112608140773,0.08652356196654523,0.6458333333333334,0.5416666666666666,0.5,0.5666666666666667,0.5291666666666667,0.5958333333333333,0.29696906970337994,0.1858462184736669,0.28399529856588834,0.2616162333960549,0.4012467340303909,0.11054244127787193
3,-3.2980000000000005,4.553731436964635,-0.6599999999999999,2.167440887313885,-1.364,6.160769432465396,0.19000000000000003,1.487296204526859,-1.1919999999999997,3.2032670822146563,2.566,2.398349432422223,-0.724241217483466,-0.30450657448745444,-0.221400916712145,0.12774859467919045,-0.37212007909620876,1.0699024776420747,0.2,0.4,0.4,0.6,0.2,0.8,-0.7079564212007562,-0.271726911203425,-1.0281147420074894,1.1195857368787003,-0.7302458074664891,
