Regime,Mkt-RF_Sharpe,SMB_Sharpe,HML_Sharpe,RMW_Sharpe,CMA_Sharpe,Mom_Sharpe
0,-0.1213410184795254,-0.02176675171927534,-0.6180347604099673,0.4203595996720175,-0.1900298495095751,-0.23846716467163148
1,0.2005441214489113,-0.054376422987824545,0.01229934913033558,0.113667632699075,0.011058158279331928,0.1641089063756788
2,0.1974873930946368,0.10279191066753722,0.1457269432226245,0.16183908963647778,0.17182112608140773,0.08652356196654523
3,-0.724241217483466,-0.30450657448745444,-0.221400916712145,0.12774859467919045,-0.37212007909620876,1.0699024776420747
