Factor,0.0,1.0,2.0,3.0
CMA,-0.1739375351373701,-0.2681826947831335,-0.1263216188774292,-0.09791429451826972
HML,-0.4535782734344399,-0.4007731066643526,-0.22683597052308224,-0.28073280064466366
Mkt-RF,-0.34377582529378214,-0.36013661229914595,-0.420670758001503,-0.3115647462581599
Mom,-0.3256034985799474,-0.2924435534303639,-0.32013784433807135,-0.575382659438932
RMW,-0.14673315029469436,-0.41793479301127323,-0.27042844127737053,-0.06461321756571059
SMB,-0.3280268558141265,-0.43633760998961024,-0.1450359361059187,-0.07888078490587014
