Date,Mkt-RF,SMB,HML,RMW,CMA,RF,Mom,PC1,PC2,PC3,PC4,PC5,Regime
2003-04-30,8.18,1.14,1.22,-4.68,0.98,0.1,-9.35,-1.9775168980644644,0.8638400368343078,0.06179251636106149,-1.5647188934080214,1.0905773211589198,2
2003-05-31,6.05,4.78,0.7,-6.94,3.07,0.09,-10.7,-1.7916265578646933,0.20108502476820203,0.19016744446367326,-1.114958048808392,0.6474405715130106,2
2003-06-30,1.42,1.65,0.14,0.44,-0.4,0.1,-1.23,-1.788375677883501,-0.15940694154010052,0.3605266157457539,-0.22570693065217104,0.3823234259620949,2
2003-07-31,2.33,4.4,-1.53,-3.89,1.52,0.07,-0.3,-1.4544332149173207,-0.7886287506344697,1.085103672457402,0.27051725127050336,0.7291657838204513,2
2003-08-31,2.33,2.37,1.64,-2.29,2.15,0.07,-0.53,-1.1785974968330424,-0.8656438647845918,1.3483526121327483,0.7008020407043363,0.609878817612759,2
2003-09-30,-1.24,0.57,0.14,0.9,0.41,0.08,-0.07,-1.2941912504664201,-0.7547763674881861,1.188452106214177,0.2909820637463989,0.7274712790560783,2
2003-10-31,6.08,2.63,2.21,-1.38,1.65,0.07,4.01,-1.4493822925682012,-0.15704808590218164,0.7976351537745939,-1.190301961329081,0.6402709893537973,2
2003-11-30,1.35,2.31,1.72,0.21,1.68,0.07,1.36,-1.1695560218184073,-0.43909541915259026,0.7985079556174758,-0.730527025291581,0.44230684446613017,2
2003-12-31,4.29,-2.51,1.51,0.57,0.85,0.08,-5.54,-1.0241813270817726,-0.7647974505439805,0.9298290055723123,-0.1322012216180207,0.21344873954567722,2
2004-01-31,2.15,2.46,2.42,-3.6,3.33,0.07,2.57,-1.011578706293703,-0.8439025894131982,0.9827677885185946,0.3465479562560435,-0.4702814923531756,2
2004-02-29,1.4,-0.92,0.95,2.13,-1.17,0.06,-1.17,-1.0414733444876514,-0.6636860726529572,0.7664478408290125,-0.3381774659662498,-0.30343633837924106,2
2004-03-31,-1.32,2.11,0.23,1.65,-0.98,0.09,0.19,-1.2230622490946634,-0.5273985888101006,0.6215387463979077,-0.2680253923491502,-0.1992149223557013,2
2004-04-30,-1.82,-2.06,-3.23,3.46,-2.83,0.08,-5.34,-0.8626287774173431,-0.6345574972858989,0.8088449150076706,-0.5771088241616991,-0.1060467307470826,2
2004-05-31,1.18,-0.4,-0.18,-1.17,0.01,0.06,1.49,-0.5267774085391713,-0.7372586242997371,1.0119276479782353,0.3710291000292133,-0.25938483633705645,2
2004-06-30,1.86,2.52,1.21,1.12,-0.31,0.08,2.08,-0.3759720844862269,-0.8041993443279111,0.9311907173420595,0.0738060130410818,-0.3189271676060443,2
2004-07-31,-4.04,-2.92,3.22,5.21,-1.68,0.1,-2.24,-0.5047465606170156,-0.5465586608899778,0.5797980525531673,-0.723988066251855,0.0915472380046737,2
2004-08-31,0.08,-1.18,1.08,1.21,-1.35,0.11,-1.55,-0.5796783507820539,-0.4168851864465671,0.34741845404484545,-0.8003993694440645,0.21250556625492215,2
2004-09-30,1.6,3.22,-0.05,-1.49,-1.72,0.11,5.48,-0.27883915682863003,-0.9615395423584222,0.5104168775751452,-0.11052095154381357,-0.1892648832202352,2
2004-10-31,1.42,0.15,-0.26,-0.53,0.41,0.11,-1.43,-0.10322338798947027,-1.2069730873843594,0.6551729686172141,0.6875216313836653,-0.3216343029772151,2
2004-11-30,4.53,4.12,1.57,-0.52,-0.18,0.15,3.08,0.13136819142542067,-1.1982262319185717,0.556669064819731,0.33353725021907943,-0.3276694817205384,2
2004-12-31,3.41,-0.04,-0.23,-1.07,0.39,0.16,-2.85,0.0927301853661328,-0.6824559618246144,0.19004288650847267,-1.2451099350556216,0.052750189165596435,2
2005-01-31,-2.75,-1.11,2.06,2.8,-1.41,0.16,2.96,0.2846600149623208,-0.6199780467410293,-0.003691471468397306,-1.3666611644964954,0.20378453254314804,2
2005-02-28,1.88,-0.3,1.41,1.32,-0.21,0.16,3.43,0.8098264763802829,-1.4048707676028578,0.37289486616877926,0.12271631533964052,-0.41360935579280317,2
2005-03-31,-1.93,-1.41,2.07,0.44,1.34,0.21,0.43,0.9655980169810018,-1.1081968114063687,0.2785098479559647,-0.16727129176657074,-0.22913770521083449,2
2005-04-30,-2.6,-3.97,0.05,0.97,-0.85,0.21,-0.68,0.7943751119005139,-0.6928546477729961,0.00409459817160369,-0.11891122742158695,-0.5937013537632797,2
2005-05-31,3.65,2.76,-0.58,-1.02,0.28,0.24,0.37,0.6093056969098433,-0.22428694408694522,-0.4854827438286323,-1.2740159317965363,-0.22296551675046006,2
2005-06-30,0.58,3.26,2.8,0.87,-0.52,0.23,2.07,0.7712364225580088,-0.5405541954957516,-0.4867829544645019,-1.0721256726740895,-0.43204665844240014,2
2005-07-31,3.92,2.76,-0.78,-1.19,-0.78,0.24,0.03,1.3263388942990018,-1.416362282816629,0.08784677009274822,0.7571962689572748,-0.8209863573274283,2
2005-08-31,-1.2,-0.94,1.34,-1.96,0.38,0.3,2.07,1.4364651281936054,-1.1864716320705773,-0.06694549513046615,0.6711971871891793,-0.6727564849505495,2
2005-09-30,0.48,-0.31,0.78,0.26,-0.61,0.29,3.46,1.747317391700229,-2.1287021483350737,0.567058451182865,3.1854604108442945,-1.415970342700168,3
2005-10-31,-2.04,-1.5,0.43,-0.7,-1.26,0.27,-1.19,1.1875807780860914,-0.23450837562004384,-0.4559618039061445,-0.5586954167508891,-0.2970765005236663,1
2005-11-30,3.61,0.9,-1.18,-0.79,-1.09,0.31,0.34,1.0221617381897552,0.4361801583090222,-0.8853207178600663,-2.7886283360543556,0.201144088321093,1
2005-12-31,-0.24,-0.25,0.15,0.18,0.2,0.32,0.78,1.3594956161682714,-0.26020868389179574,-0.549891637683617,-1.243116990632845,-0.32269486810753173,1
2006-01-31,3.03,5.83,0.99,-0.66,-0.35,0.35,2.52,1.8084777318082492,-1.2846276997917554,-0.09556708400721381,0.6558298761368891,-0.20128971636866871,1
2006-02-28,-0.3,-0.46,-0.31,-0.54,1.98,0.34,-1.78,1.7406000046105272,-0.5649903106849284,-0.4845084035005021,-1.0060344107521508,0.30240027366874556,1
2006-03-31,1.47,3.34,0.61,0.03,-0.44,0.37,1.26,1.8546947435809567,-0.6966161330261273,-0.3283789849587036,-0.7791382504476938,0.19048833934946463,1
2006-04-30,0.73,-0.79,2.26,1.74,-0.13,0.36,0.6,2.022268055476966,-0.6118358143410207,-0.0757459209710879,0.4078483132322785,-1.0178860209817302,1
2006-05-31,-3.56,-2.9,2.38,0.87,1.53,0.43,-3.66,1.9336147718240482,-0.11059256273774692,-0.31370182961136794,-0.20549243221281488,-0.6573311342373895,1
2006-06-30,-0.34,-0.24,0.85,1.32,-0.13,0.4,1.55,1.9383917754908357,0.14363246947648275,-0.5170817366643462,-0.1555019887262095,-0.4897165864845785,1
2006-07-31,-0.77,-3.6,2.62,1.63,0.84,0.4,-2.04,2.1555198255602317,-0.2637371869230651,-0.22920911115747522,0.6894751850539863,-0.9308374292291915,1
2006-08-31,2.03,0.45,-1.95,-1.81,2.14,0.42,-3.36,2.032970054891683,-0.30113883595966257,-0.3201853600805605,0.1991295401066176,-0.9163260581153492,1
2006-09-30,1.84,-1.39,0.06,0.78,0.46,0.41,-0.98,1.5561976058396003,0.7142820158565488,-1.1282066658395187,-2.8418957139229337,-0.07777612197997748,1
2006-10-31,3.22,1.98,-0.33,-0.11,0.32,0.41,-0.25,1.7369306899907988,0.23495961246618355,-0.9520006157958332,-2.6000628635557033,0.3530530502937158,1
2006-11-30,1.7,0.63,0.04,0.2,-0.8,0.42,-1.04,2.023507734159913,-0.45021240876219837,-0.6027503704115409,-1.1482838521673826,-0.1602527916935217,1
2006-12-31,0.85,-0.81,2.74,-0.65,1.88,0.4,0.79,2.239675652697116,-1.086928264169865,-0.23901204365635262,0.5284209482641018,-0.636298083095868,1
2007-01-31,1.38,0.02,-0.68,0.19,0.4,0.44,0.17,2.061309196802108,-0.2902039500026154,-0.5186365242959634,-0.8097173480129654,-0.6977431643292763,1
2007-02-28,-1.96,1.33,-0.08,-0.52,-0.66,0.38,-1.29,2.220062869516052,-0.6438371630264735,-0.36142255979608506,0.04275624123762789,-0.9528721924245536,1
2007-03-31,0.71,0.14,-0.88,0.55,-0.67,0.43,2.58,1.975625151802807,-0.4775113824718506,-0.4605750108118483,0.6192977425083236,-0.8098805256968086,1
2007-04-30,3.49,-2.08,-1.44,1.18,1.01,0.44,-0.16,1.9612753098128883,-0.4527368317335311,-0.4136471522984688,-0.2137403141584152,-0.45693307824084484,1
2007-05-31,3.24,0.33,-0.59,1.47,-1.26,0.41,-0.33,2.103635182030098,-0.5598484844635607,-0.38507196411618494,0.09701811251946538,-0.538448808146905,1
2007-06-30,-1.96,0.7,-1.05,0.49,0.06,0.4,0.52,2.025774123572046,-0.15485832230824925,-0.30851088194828485,-0.31173901791170244,-0.3049659264851606,1
2007-07-31,-3.72,-3.05,-3.68,0.26,-1.16,0.4,2.84,1.808771097052672,0.11961006742007242,-0.41826195759632767,-0.39150755450223856,-0.1541702107699691,1
2007-08-31,0.94,-0.33,-1.87,-1.27,-0.57,0.42,-0.03,1.1032451286225284,0.8381891711326569,-0.87038281238165,-0.2842918573701856,0.4314298932311916,1
2007-09-30,3.22,-2.44,-2.17,-0.49,-2.94,0.32,4.43,1.158599178925769,0.1027674976350839,-0.39915988566793065,0.8730517294381559,-0.09867113292268756,1
2007-10-31,1.79,-0.03,-2.87,-0.33,0.06,0.32,5.03,1.1657631543349647,-0.026356359573194876,-0.3549409154982559,0.17449836989735934,-0.10483098462709622,1
2007-11-30,-4.8,-2.91,-1.09,1.75,-0.36,0.34,1.12,0.7531637023684503,-0.21110309134322197,-0.2108944367372973,2.191827581810667,-0.20380703475559986,2
2007-12-31,-0.87,0.18,-0.51,0.9,-1.07,0.27,6.56,0.1978559624942122,0.22462120315099837,-0.3376838088155615,0.4502820347467747,0.13276062443840625,2
2008-01-31,-6.32,-0.63,4.0,2.12,2.06,0.21,-7.74,-0.4872236476114583,0.8354518955140887,-0.5952676519188802,0.8596238105076186,-0.4744033404775376,2
2008-02-29,-3.09,-0.64,-0.72,1.07,-0.97,0.13,6.13,-1.1378231741678742,0.8596099794270881,-0.45720500588344515,0.6333407899061686,-0.3641773485802862,2
2008-03-31,-0.94,0.59,0.31,0.89,0.47,0.17,4.25,-1.5614812544597794,0.8753911098104762,-0.4124970477833064,1.1373994894370791,-0.3338373339851631,2
2008-04-30,4.61,-1.16,-0.96,1.81,-2.56,0.18,-0.33,-1.1736235088915963,0.2101178825061517,-0.2860278726487725,0.4098174814791202,0.28740198372494596,2
2008-05-31,1.87,3.04,-1.5,0.92,0.14,0.18,3.39,-0.7089589196673923,-0.4886713650353638,0.2174156252505604,1.2890076211416837,-0.28989326801368365,2
2008-06-30,-8.43,1.16,-2.51,4.98,-0.69,0.17,12.7,-0.39913573097813704,-0.7189571512441397,0.5223131031164011,2.9467310369649686,-0.5502536563120427,2
2008-07-31,-0.75,3.71,5.2,-1.36,0.99,0.15,-5.02,-0.9846239153708406,0.4065299477822625,0.06173258184202927,1.9447316585950936,-0.9276758593427824,2
2008-08-31,1.53,3.28,1.52,1.83,0.66,0.13,-4.48,-1.5198761786834463,1.2273045423304902,-0.40186157777581477,-0.9082919069302952,-0.29445138675179183,2
2008-09-30,-9.35,0.38,5.66,2.4,1.7,0.15,0.86,-2.0213165522296452,1.6712411797825166,-0.571009865935289,0.5290816836716316,0.027436152226499626,2
2008-10-31,-17.2,-3.06,-1.89,2.73,1.38,0.08,7.87,-4.735183399976953,6.208486395942485,-2.3106658631985173,-0.14059560169688082,1.5521275375215924,0
2008-11-30,-7.74,-4.0,-6.21,4.67,2.39,0.03,7.28,-5.997780836776023,7.728105402845955,-3.183512684931988,-3.162926693235668,2.7320643374549807,0
2008-12-31,1.77,3.33,0.05,0.03,-1.52,0.0,-5.09,-5.527218666575681,5.56169320169168,-2.621171173653958,-0.26135021144476367,1.1882579027281228,0
2009-01-31,-8.09,-2.09,-11.02,0.0,-1.16,0.0,-2.36,-4.599269126158793,3.220081445384746,-1.08354021012447,2.463169900891106,0.4690353572318263,0
2009-02-28,-10.14,-1.17,-6.6,1.01,-0.62,0.01,4.36,-4.366530121895929,3.0992044897582214,-0.580879091886537,2.7870519159497116,0.2926308989289298,0
2009-03-31,9.01,0.59,3.48,-2.58,-2.0,0.02,-11.8,-4.912704058903497,3.823473515413958,-0.8749822571034533,1.339388485071237,0.7913461280816194,0
2009-04-30,10.17,7.14,5.38,1.34,0.5,0.01,-34.3,-4.5607820110375,2.7093913994906864,-0.13716468605747067,1.5170270185710346,0.963786950958715,0
2009-05-31,5.2,-2.24,0.41,-0.81,-1.99,0.0,-12.5,-4.134904956848561,2.0351500782805996,0.6557652417504134,1.087687424086999,0.44278457467771154,2
2009-06-30,0.42,2.27,-2.76,-1.41,-0.37,0.01,5.45,-3.102253035742997,0.6971621107052569,1.6865210136245463,2.7571534539781224,-0.5743178546411557,2
2009-07-31,7.74,2.31,4.89,-0.26,3.08,0.01,-5.54,-3.3648167607451827,1.1786252771031749,1.2047817026238266,-0.2069053458731267,0.4327579632640657,2
2009-08-31,3.33,-0.1,7.6,-2.85,3.3,0.01,-9.1,-2.81526478697847,0.46281255994577236,1.6039649411600803,0.7420854883055039,-0.09522682002768362,2
2009-09-30,4.08,2.72,1.15,1.15,0.34,0.01,-4.87,-2.9302063540623817,0.5405398092335066,1.5192080297095527,0.24486065746245875,-0.018431923721822275,2
2009-10-31,-2.55,-4.85,-4.17,4.22,-1.48,0.0,2.49,-2.8225574116254655,0.0680316493595059,1.8012341399180727,0.5537680478484183,0.41547976347951965,2
2009-11-30,5.58,-2.76,-0.33,0.9,0.0,0.0,0.39,-2.8766702929243237,-0.02067131651700258,1.8996007010969391,0.6317543340150846,0.368379845402393,2
2009-12-31,2.74,6.14,-0.11,0.71,-0.09,0.01,3.0,-2.8809928835095193,0.13769546812491712,1.9052417406341677,-0.4758359297424038,0.4902229850216878,2
2010-01-31,-3.35,0.4,0.33,-1.08,0.51,0.0,-5.33,-2.7506079736858267,0.23617121473864724,1.9408766826959265,-0.5477653355537504,-0.0951003521818955,2
2010-02-28,3.39,1.49,3.18,-0.29,1.42,0.0,3.69,-2.9886435938561196,0.6297511386885859,1.728387026855263,-0.9440889954415369,0.19639053469606516,2
2010-03-31,6.3,1.83,2.19,-0.61,1.74,0.01,3.57,-2.700819094500464,0.10228583977125914,2.0186430391026966,-0.8295186329794061,-0.20185548618746482,2
2010-04-30,2.0,4.96,2.96,0.61,1.75,0.01,3.16,-2.5264417584664036,-0.1331622537663557,2.168598734132648,-0.909517384613749,0.14931524631098878,2
2010-05-31,-7.9,0.08,-2.48,1.3,-0.24,0.01,-0.2,-3.0397055902704757,0.9537990093849157,1.2609590468732093,-0.18271637509450886,0.9899013176115014,2
2010-06-30,-5.57,-2.42,-4.73,-0.1,-1.58,0.01,-2.7,-3.202174626699366,0.8880171607093802,1.0810910605202362,-0.14657186325524638,0.9734025479634746,2
2010-07-31,6.92,0.04,-0.5,0.17,2.02,0.01,1.78,-3.0048056857383374,0.31034803859828525,1.2764752532799468,0.30879625019194307,0.3620591828337471,2
2010-08-31,-4.77,-3.06,-1.73,0.6,-1.6,0.01,0.04,-2.9993693004838384,0.22905603033992625,1.099278127604963,0.1128727548994064,0.3337540747452441,2
2010-09-30,9.55,3.65,-3.02,-0.19,0.38,0.01,1.38,-2.9766220678735804,0.04959192231187798,1.1621463562405863,0.06211264546836729,0.21088992982655755,2
2010-10-31,3.87,0.73,-2.46,1.28,-0.38,0.01,1.46,-2.960714539528247,-0.22581876725798053,1.258018715265173,0.6224916667401936,-0.2452235611118575,2
2010-11-30,0.59,3.54,-0.9,0.32,1.79,0.01,2.73,-3.0714235919907362,-0.020915576447672515,1.4573102347159461,0.23153709535043157,-0.15752623997532064,2
2010-12-31,6.82,0.97,3.56,-3.42,3.17,0.01,-3.0,-2.6637726832346504,-0.4383795048693618,1.887883996861829,0.3706788497026955,-0.44864344662090294,2
2011-01-31,1.98,-2.31,0.61,-0.64,0.81,0.01,-0.3,-2.6898337201993523,-0.12958812509139703,1.7726999812106736,0.11287310882800618,-1.0001356341885235,2
2011-02-28,3.48,1.65,1.18,-1.83,0.84,0.01,1.88,-2.5293953536837837,-0.17054561932488163,1.84664951229745,0.17354257738883275,-1.0408301393408623,2
2011-03-31,0.46,2.56,-1.84,1.73,-0.07,0.01,3.45,-2.578817239675881,-0.13309662312393924,1.7423191359954642,0.8419441516197139,-1.0091743538755535,2
2011-04-30,2.9,-0.53,-2.44,1.12,-0.86,0.0,0.05,-2.3649242461833655,-0.8185288543614677,2.0873434304277763,0.559341709999032,-0.5500170233312645,2
2011-05-31,-1.27,-0.72,-1.85,1.92,-1.43,0.0,-0.6,-2.5397618381857447,-0.6047280554184158,1.7392452391152853,0.029613181596566448,-0.3383920229978055,2
2011-06-30,-1.74,0.06,-0.2,2.27,-1.42,0.0,1.82,-2.9032713295042027,-0.045401271098886246,1.379278572821438,-0.7577222637698735,0.0874312207534773,2
2011-07-31,-2.35,-1.11,-0.91,2.68,-1.73,0.0,0.2,-2.822061638798501,-0.1082184637166227,1.4474855960288069,0.10624910453080119,-0.7087743298147545,2
2011-08-31,-5.96,-3.09,-2.43,3.41,-0.26,0.01,-0.27,-3.315240964537939,0.9551047488443541,0.4046074814310644,1.2759548744651632,0.0898986971230446,2
2011-09-30,-7.57,-3.49,-1.53,1.99,0.15,0.0,-2.4,-3.47541140781581,1.1925906649620812,-0.010864340626029449,1.1871674479012881,0.2838931412173315,2
2011-10-31,11.34,3.25,0.06,-2.25,-0.73,0.0,-1.4,-3.275047008678721,0.6325497626349795,0.2349280724446236,0.4862567222248092,1.1518156569904454,2
2011-11-30,-0.27,-0.3,-0.52,1.94,1.44,0.0,3.88,-3.094550826840328,0.33234047943245126,0.20343899022611658,0.7886207955014605,0.9704989297974478,2
2011-12-31,0.75,-0.29,1.54,1.06,2.47,0.0,1.83,-3.0670011090984985,0.08107782920354921,0.22298324177841314,-0.09554530651789131,0.8162721927306468,2
2012-01-31,5.05,2.02,-0.93,-2.06,-1.48,0.0,-8.01,-2.8220565144408933,-0.46588967330293285,0.45564957801850436,0.35607696089445745,0.11909007586577645,2
2012-02-29,4.4,-1.67,0.42,-0.36,-0.08,0.0,-0.26,-2.721772192004747,-0.5824920438798714,0.4827520414979823,0.10690513436626305,0.04137937113851807,2
2012-03-31,3.11,-0.48,1.19,-0.61,0.7,0.0,1.31,-2.5934324165507285,-0.7316213689095381,0.6655430699548337,-0.11643850064233284,-0.06906214791837176,2
2012-04-30,-0.84,-0.5,-0.77,1.3,0.66,0.0,3.72,-2.7441523520381326,-0.3933921853557855,0.43035590128696466,-0.13304915683809668,-0.24139565796393125,2
2012-05-31,-6.17,-0.08,-0.95,2.03,2.36,0.01,6.44,-3.0345534533636056,0.2904438313012196,-0.182395914465718,-1.0388187363171637,0.2847415858248738,2
2012-06-30,3.9,0.89,0.55,-1.06,0.45,0.0,-1.1,-3.0148935474369263,0.17797479620496004,-0.27757534914442533,-0.6273423465761598,0.2060447215785671,2
2012-07-31,0.79,-2.81,-0.06,1.04,0.01,0.0,3.0,-2.870575356769809,-0.14737945474900394,-0.16164326132801438,-0.5010987493466574,-0.3352102437847818,2
2012-08-31,2.54,0.44,1.23,-1.5,-0.86,0.01,-2.35,-2.4928791413992104,-0.9643360327388312,0.4086447761069014,1.0188768552830156,-0.9512867951757216,2
2012-09-30,2.73,0.57,1.62,-1.3,1.56,0.01,-1.13,-2.4124657658945114,-0.9931032462400459,0.34342955381911827,0.7849119007338735,-0.9327650151465537,2
2012-10-31,-1.76,-0.83,3.52,-1.4,2.52,0.01,0.05,-2.3888853721634384,-0.7254847098350933,0.17663905252605783,-0.006358350674297283,-0.74180525244944,2
2012-11-30,0.78,0.4,-0.86,0.38,0.81,0.01,0.53,-2.610886029358698,-0.1858884540949171,-0.2777164731144872,-1.3149290953021338,-0.3071373693042309,2
2012-12-31,1.18,1.92,3.48,-1.72,0.8,0.01,-2.93,-2.6247229284338083,-0.27968291844556853,-0.05894395738329931,-0.77740561914358,-0.41611943107486693,2
2013-01-31,5.57,0.42,1.01,-2.01,1.52,0.0,-1.82,-2.3489511886309304,-1.1418034164634931,0.5656084169020835,-0.3917911723868843,-0.13651329328798437,2
2013-02-28,1.29,-0.25,0.21,-0.59,0.61,0.0,1.23,-2.1342631630555586,-1.6014333354450065,0.8120385943963258,0.9487404491419991,-0.4719016099194632,2
2013-03-31,4.03,0.88,-0.22,0.27,1.41,0.0,1.92,-2.555168413627086,-0.5873220798140864,0.07503773056603948,-1.9328981262820333,0.34142292835603605,2
2013-04-30,1.56,-2.24,0.44,0.39,0.43,0.0,0.22,-2.5612690748151405,-0.3957008729867446,-0.11394710817091594,-1.6248094915174822,-0.2864642268916035,2
2013-05-31,2.81,2.04,2.67,-2.0,-0.95,0.0,-2.01,-2.4143796972577842,-0.7275746279411822,0.1969767799960664,-0.8848060370299422,-0.542901010199808,2
2013-06-30,-1.2,1.54,-0.05,-0.28,-0.06,0.0,0.43,-2.472800421679723,-0.5946734378153321,0.4817484561606245,0.014163174274185434,-0.5097303256369274,2
2013-07-31,5.65,1.75,0.58,-1.35,0.57,0.0,1.74,-2.2994906192413,-1.0181212979959084,0.8285330065769329,-0.43125934860432696,-0.16412617356207015,2
2013-08-31,-2.71,-0.03,-2.73,0.71,-2.17,0.0,0.04,-2.2475565562619026,-1.0662440892425131,0.9599093845863811,-0.2801071799446005,-0.20383758802619328,2
2013-09-30,3.77,2.65,-1.18,-0.54,-1.32,0.0,3.02,-2.34127979375587,-0.772314968399881,0.8249328388241343,-0.8960037967432408,0.01215236255278107,2
2013-10-31,4.17,-1.5,1.22,2.75,0.89,0.0,0.02,-2.3664749145213864,-0.7697363564468007,0.6841960531684329,-0.7917836656407333,0.03131134854892609,2
2013-11-30,3.12,1.44,0.19,0.26,0.06,0.0,0.39,-2.2054406407589666,-1.1514190921585936,0.885701213549511,-0.5068901578574443,-0.22082348695141518,2
2013-12-31,2.8,-0.44,0.0,-0.58,0.08,0.0,0.02,-2.0797768958991565,-1.1888606059164366,0.9867077540158803,-0.30108560614320773,-0.241798351423197,2
2014-01-31,-3.3,0.6,-1.99,-3.91,-1.54,0.0,1.61,-2.0718264488273355,-0.749015525073518,0.7033537501449051,-0.4256474463655072,-1.2059857089585,2
2014-02-28,4.68,0.13,-0.35,-0.25,-0.54,0.0,2.13,-2.222901143799967,-0.5172757562988167,0.5082272316073662,-0.698266952938425,-1.0298480327162407,2
2014-03-31,0.41,-1.13,4.9,2.02,1.92,0.0,-3.27,-2.0928882197106877,-0.6850755817940906,0.5768907867743319,-0.4653827947135735,-1.1587002988289385,2
2014-04-30,-0.19,-4.07,1.22,3.4,0.93,0.0,-3.82,-1.7354686898078877,-1.4970608578167244,0.6847483968568183,-0.5616377721735093,0.10250273491597615,2
2014-05-31,2.04,-1.86,-0.1,-0.09,-0.96,0.0,0.89,-1.70510701591334,-1.6454183614132027,0.6687243561428884,-0.6434676525818277,0.002440221796331617,2
2014-06-30,2.61,3.06,-0.71,-1.83,-1.91,0.0,0.65,-1.6474728191420673,-1.6462136124842583,0.5874341005341447,-0.880786596477312,0.02070498757662663,2
2014-07-31,-2.03,-4.2,-0.08,0.93,0.51,0.0,-0.17,-1.6566245611460397,-1.5340962197985306,0.48844102065382217,-0.9105724425795083,0.014167206852953704,2
2014-08-31,4.24,0.29,-0.57,-0.64,-0.69,0.0,0.83,-1.774765875259843,-1.299808563771115,0.22336812747115675,-1.2018416282874729,0.20938816769540408,2
2014-09-30,-1.96,-3.66,-1.47,1.2,-0.59,0.0,0.6,-1.6930441250002453,-1.319598010026961,0.21984514691640442,-1.127060323450171,0.19882993610963723,2
2014-10-31,2.51,3.66,-1.63,-0.39,0.21,0.0,-0.21,-1.9463740450490652,-0.6865535591519042,-0.28104472921601265,-0.9012936936739694,-0.1041355736102352,2
2014-11-30,2.56,-2.3,-3.13,1.57,0.14,0.0,0.69,-1.9417074285969147,-0.7446664568707189,-0.26836377660963595,-1.7252490989139488,-0.15008454506609226,2
2014-12-31,-0.05,2.83,2.12,-1.21,0.9,0.0,1.03,-1.9738866777441935,-0.42087047826113677,-0.6757855860177561,-1.8222841234557716,0.10545524244893059,2
2015-01-31,-3.09,-0.93,-3.45,1.58,-1.64,0.0,3.74,-2.212401425174734,-0.00675765099475305,-1.1724455110563137,-2.6990059680443887,0.8711038244534781,2
2015-02-28,6.14,0.36,-1.79,-1.1,-1.75,0.0,-3.1,-1.5818156660450322,-1.3685343182403638,-0.38482817831135707,-0.0440342833545837,-0.15278965976098685,2
2015-03-31,-1.09,3.08,-0.38,0.07,-0.62,0.0,2.7,-1.5276213029245667,-1.445371231810594,-0.33949822434482496,-0.1459652800182733,-0.20030566495708127,2
2015-04-30,0.6,-3.01,1.8,0.05,-0.62,0.0,-7.27,-1.6600410716150917,-1.2509588381368235,-0.49606953944517757,-0.7052950877585836,-0.3281355309548553,2
2015-05-31,1.38,0.82,-1.11,-1.76,-0.83,0.0,5.68,-1.660063406529123,-1.4145191777452564,-0.08361799454643982,0.07712164928637122,-0.5200602947809384,2
2015-06-30,-1.54,2.9,-0.82,0.35,-1.54,0.0,3.01,-1.6966933095600325,-1.2119365894168868,-0.18800790774701978,-0.05972756595725119,-0.36355885823836837,2
2015-07-31,1.57,-4.58,-4.16,0.31,-2.44,0.0,9.97,-1.833177246438153,-0.9390554637966194,-0.3923519345976544,-0.42559378487520366,-0.3885187615380028,2
2015-08-31,-6.02,0.29,2.75,0.66,1.29,0.0,-2.16,-2.043742741426721,-0.3660697779546437,-0.8814039033246571,-0.5453516733702773,0.0410503398736891,2
2015-09-30,-3.06,-2.8,0.55,1.8,-0.59,0.0,5.24,-2.3400351030480486,0.32157346464154474,-1.2827938517545234,-0.9112962563999552,0.5453385885377966,2
2015-10-31,7.75,-2.06,-0.47,0.95,0.61,0.0,-3.19,-2.0916327400803008,-0.5208820008039606,-0.8792355888123852,-0.3181875083977683,-0.300758056852475,2
2015-11-30,0.57,3.3,-0.43,-2.65,-1.06,0.0,2.29,-1.9432142526631229,-0.5458167679923817,-0.7722458019037052,-0.30743217138627105,-0.3591128379867229,2
2015-12-31,-2.15,-2.95,-2.57,0.34,0.12,0.01,3.34,-2.0116868802075345,-0.12350925832062298,-1.1104227818459524,-0.8859670236315306,-0.04544501889919085,2
2016-01-31,-5.74,-3.44,2.08,2.78,3.05,0.01,1.6,-2.119986273531119,0.06669143606011084,-1.3664770943794133,-0.3092353365566914,0.5319530216817164,2
2016-02-29,-0.07,0.87,-0.61,3.31,1.94,0.02,-4.35,-2.301272525877204,0.11321332324891467,-1.56152735488899,-0.6034432904632624,0.5884237852045286,2
2016-03-31,6.95,1.0,1.22,0.68,0.01,0.02,-5.04,-1.6906523955058657,-1.0016375034280682,-0.9008837762806379,0.29217753422899345,-0.24459528883891957,2
2016-04-30,0.91,1.23,3.22,-2.85,1.77,0.01,-5.98,-1.5400474242172846,-1.2646308008087095,-0.7441001305455743,0.4373535091846294,-0.686964126293239,2
2016-05-31,1.78,-0.62,-1.62,-1.1,-2.54,0.01,1.47,-1.5021745699650162,-1.0815274044582341,-1.00355554851794,-0.1098201002925959,-0.5090002323103275,2
2016-06-30,-0.03,0.42,-1.49,1.45,1.9,0.02,4.2,-1.5923825673142793,-0.9602222717434626,-1.1222020450019776,0.24118498545367567,-0.42042483385164886,2
2016-07-31,3.94,2.47,-1.24,1.31,-1.16,0.02,-3.31,-1.5097479521691521,-1.1585414326919048,-1.2494794000002563,-1.1198456015193947,-0.07291973125215175,2
