,0.0,1.0,2.0,3.0
Mkt-RF,2.979024646040902,4.510999721526037,2.489834815756036,14.42279411764706
SMB,-0.6743576297850028,-1.1272626009468114,1.6375476493011434,6.158088235294118
HML,-0.546932354483482,0.28265107212475626,2.48284625158831,-5.753676470588233
RMW,1.18720503408495,1.857699805068226,1.9847522236340533,1.9852941176470589
CMA,0.24278972207656022,0.1604010025062657,2.0838627700127064,-2.2058823529411766
Mom,1.6444677503932883,4.690893901420218,2.6693138500635323,-24.8125
