LaggedRegime,Mkt-RF_mean,Mkt-RF_std,SMB_mean,SMB_std,HML_mean,HML_std,RMW_mean,RMW_std,CMA_mean,CMA_std,Mom_mean,Mom_std,Mkt-RF_Sharpe,SMB_Sharpe,HML_Sharpe,RMW_Sharpe,CMA_Sharpe,Mom_Sharpe,Mkt-RF_HitRatio,SMB_HitRatio,HML_HitRatio,RMW_HitRatio,CMA_HitRatio,Mom_HitRatio,Mkt-RF_Sortino,SMB_Sortino,HML_Sortino,RMW_Sortino,CMA_Sortino,Mom_Sortino
0,0.03811320754716982,5.790706201394743,0.42235849056603775,4.1386776245298895,0.2542452830188679,3.855552816421484,0.6345283018867925,4.155433879604247,0.42660377358490564,2.9084867237898497,1.035754716981132,6.524261818943227,0.006581789201805803,0.10205155580679307,0.06594262745824467,0.1526984474476161,0.1466755100154033,0.15875431515850774,0.5094339622641509,0.5283018867924528,0.5,0.5943396226415094,0.5,0.6509433962264151,0.010071645786300439,0.1602025268700826,0.12328248028631504,0.18847865366555824,0.28770457745656985,0.20788242516077693
1,0.8972459016393444,3.583559355326666,-0.0837704918032787,2.5968215414628224,0.1719344262295082,2.9066691456032148,0.2777377049180328,1.8104404260395137,0.0977377049180328,1.862014453679622,0.4550819672131148,3.0744965478699977,0.2503784122636792,-0.03225885586118857,0.05915170169593795,0.15340891692614636,0.05249030410311173,0.14801836987860476,0.6754098360655738,0.4819672131147541,0.4786885245901639,0.5901639344262295,0.4918032786885246,0.5934426229508196,0.35134655771149526,-0.05453449902332907,0.09279559898579502,0.2478511014403046,0.08952614339844689,0.1875159944239822
2,2.7523076923076926,7.4171570854855995,0.7223076923076923,3.1244683650346925,-1.7176923076923076,4.756939061073752,0.47923076923076924,1.8191411047454125,-0.3346153846153846,1.7888479317921138,-4.072307692307692,11.219257368357137,0.37107312958135896,0.2311777902413399,-0.3610919302599988,0.26343793121965503,-0.1870563610625965,-0.3629747993653532,0.7692307692307693,0.6153846153846154,0.38461538461538464,0.6153846153846154,0.38461538461538464,0.38461538461538464,2.1229250314189017,0.6646931378177529,-0.5150231286750762,0.48186412426206726,-0.37277576707288074,-0.3794343128158404
