,0,1,2,3,Full Sample
Mkt-RF,0.21040643034417178,0.1943285764001649,0.15513253621653478,-0.06600996463045455,0.1299600254379162
SMB,0.006327361776156034,-0.07338469231774077,0.1657631513788931,-0.019022948854507993,0.0587135604164214
HML,0.01385137247437123,0.019315112286934215,0.21868740946875156,-0.5942737333314234,0.09565232292452572
RMW,0.15011117637421345,0.13296582764410958,0.14661438975403532,0.27661442255875834,0.12599043425294873
CMA,0.02637329290611408,0.025425201025571727,0.2223868501230265,-0.2830007948022512,0.12039647569878095
Mom,0.05140009011844416,0.17999801068416907,0.12454739550066558,-0.25618722173459063,0.1446222826551746
