,PC1,PC1,PC2,PC2,PC3,PC3,PC4,PC4
,mean,std,mean,std,mean,std,mean,std
Regime,,,,,,,,
0,-1.5620402549500831,1.0648272069563505,-0.837097285785774,0.8864140030634836,-0.12099720757319965,1.1068283593851505,-0.07899309908755228,0.8270896890070463
1,-1.4980362373996028,1.0864848296998504,-0.9018277698384256,0.8508671579942492,-0.13041413470625146,1.1085760312090451,-0.1623504929483322,0.9683330015817686
2,1.8996083440535712,0.44532829418905373,0.22530929491105187,0.6187420504698206,-0.5054469198329554,0.6756904143409108,-0.02421803907607206,0.7156969382895738
3,1.6328595057278987,1.2299338758402767,0.7156092780160311,0.8325866155405983,1.549386102596314,0.515746024268319,-0.12650319118773645,0.7749639711642855
4,-1.304304901030869,1.9292829185040543,0.988232234444269,1.885820425828539,-0.21067269028366634,0.9132817511479595,0.44190696302527893,1.2192047871806742
